# Score Result
| ID | length | state | recall | prec | matched_brackets | gold_brackets | test_brackets | cross_brackets | words | correct_tags | tag_accracy |
| 386|      23|      0|    0.04|  0.01|                 1|             25|             90|              40|     23|            23|            1|
| 387|       4|      0|    0.00|  0.00|                 0|              1|             14|               0|      4|             4|            1|
| 388|      25|      0|    0.06|  0.01|                 1|             17|             98|              38|     25|            25|            1|
| 389|      22|      0|    0.00|  0.00|                 0|             14|             86|              28|     22|            22|            1|
| 390|      39|      0|    0.00|  0.00|                 0|             34|            154|              66|     39|            39|            1|
| 391|      45|      0|    0.00|  0.00|                 0|             38|            178|              76|     45|            45|            1|
| 392|      43|      0|    0.00|  0.00|                 0|             34|            170|              62|     43|            43|            1|
| 393|      51|      0|    0.02|  0.00|                 1|             45|            202|              76|     51|            51|            1|
| 394|      21|      0|    0.00|  0.00|                 0|             11|             82|              32|     21|            21|            1|
| 395|      27|      0|    0.08|  0.02|                 2|             24|            106|              34|     27|            27|            1|
| 396|      45|      0|    0.00|  0.00|                 0|             37|            178|              62|     45|            45|            1|
| 397|      32|      0|    0.00|  0.00|                 0|             23|            126|              50|     32|            32|            1|
| 398|      24|      0|    0.00|  0.00|                 0|             17|             94|              26|     24|            24|            1|
| 399|       9|      0|    0.12|  0.03|                 1|              8|             34|               6|      9|             9|            1|
| 400|      27|      0|    0.05|  0.01|                 1|             20|            106|              38|     27|            27|            1|
| 401|      16|      0|    0.00|  0.00|                 0|             15|             62|              26|     16|            16|            1|
| 402|      16|      0|    0.00|  0.00|                 0|             11|             62|              18|     16|            16|            1|
| 403|      16|      0|    0.00|  0.00|                 0|             16|             62|              20|     16|            16|            1|
| 404|      48|      0|    0.03|  0.01|                 1|             36|            191|              77|     48|            48|            1|
| 405|      14|      0|    0.00|  0.00|                 0|             13|             54|              20|     14|            14|            1|
| 406|      12|      0|    0.00|  0.00|                 0|             10|             46|              16|     12|            12|            1|
| 407|      43|      0|    0.00|  0.00|                 0|             27|            170|              64|     43|            43|            1|
| 408|      33|      0|    0.00|  0.00|                 0|             21|            130|              50|     33|            33|            1|
| 409|      15|      0|    0.00|  0.00|                 0|             10|             58|              16|     15|            15|            1|
| 410|      33|      0|    0.00|  0.00|                 0|             29|            130|              48|     33|            33|            1|
| 411|      17|      0|    0.00|  0.00|                 0|             10|             66|              20|     17|            17|            1|
| 412|      30|      0|    0.06|  0.01|                 1|             17|            118|              38|     30|            30|            1|
| 413|      14|      0|    0.00|  0.00|                 0|             11|             54|              18|     14|            14|            1|
| 414|      11|      0|    0.00|  0.00|                 0|              7|             42|              16|     11|            11|            1|
| 415|      26|      0|    0.07|  0.01|                 1|             14|            102|              34|     26|            26|            1|
| 416|      38|      0|    0.00|  0.00|                 0|             28|            150|              40|     38|            38|            1|
| 417|      14|      0|    0.00|  0.00|                 0|             10|             54|              20|     14|            14|            1|
| 418|      14|      0|    0.00|  0.00|                 0|             12|             54|              18|     14|            14|            1|
| 419|      19|      0|    0.00|  0.00|                 0|             11|             74|              24|     19|            19|            1|
| 420|      20|      0|    0.00|  0.00|                 0|              9|             78|              24|     20|            20|            1|
| 421|      21|      0|    0.00|  0.00|                 0|             10|             82|              20|     21|            21|            1|
| 422|      34|      0|    0.05|  0.01|                 1|             22|            134|              52|     34|            34|            1|
| 423|      20|      0|    0.00|  0.00|                 0|             15|             78|              24|     20|            20|            1|
| 424|      47|      0|    0.00|  0.00|                 0|             29|            186|              58|     47|            47|            1|
| 425|      17|      0|    0.00|  0.00|                 0|             12|             66|              22|     17|            17|            1|
| 426|      17|      0|    0.00|  0.00|                 0|             10|             66|              28|     17|            17|            1|
| 427|      27|      0|    0.00|  0.00|                 0|             20|            106|              32|     27|            27|            1|
| 428|      32|      0|    0.00|  0.00|                 0|             26|            126|              52|     32|            32|            1|
| 429|      13|      0|    0.29|  0.04|                 2|              7|             50|              14|     13|            13|            1|
| 430|      43|      0|    0.05|  0.01|                 2|             41|            170|              68|     43|            43|            1|
| 431|      21|      0|    0.00|  0.00|                 0|             21|             82|              34|     21|            21|            1|
| 432|      20|      0|    0.00|  0.00|                 0|             15|             78|              24|     20|            20|            1|
| 433|      15|      0|    0.00|  0.00|                 0|             12|             58|              22|     15|            15|            1|
| 434|      35|      0|    0.00|  0.00|                 0|             30|            138|              54|     35|            35|            1|
| 435|      11|      0|    0.10|  0.02|                 1|             10|             42|               8|     11|            11|            1|
| 436|      19|      0|    0.10|  0.03|                 2|             21|             74|              30|     19|            19|            1|
| 437|      18|      0|    0.06|  0.01|                 1|             16|             70|              24|     18|            18|            1|
| 438|      10|      0|    0.00|  0.00|                 0|              7|             38|               8|     10|            10|            1|
| 439|      20|      0|    0.00|  0.00|                 0|             21|             78|              30|     20|            20|            1|
| 440|      49|      0|    0.00|  0.00|                 0|             31|            194|              72|     49|            49|            1|
| 441|      31|      0|    0.00|  0.00|                 0|             27|            122|              40|     31|            31|            1|
| 442|      11|      0|    0.00|  0.00|                 0|             12|             42|              12|     11|            11|            1|
| 443|      16|      0|    0.07|  0.02|                 1|             14|             62|              22|     16|            16|            1|
| 444|      23|      0|    0.05|  0.01|                 1|             21|             90|              28|     23|            23|            1|
| 445|      10|      0|    0.00|  0.00|                 0|             11|             38|               6|     10|            10|            1|
| 446|      44|      0|    0.00|  0.00|                 0|             24|            174|              38|     44|            44|            1|
| 447|       8|      0|    0.00|  0.00|                 0|              7|             30|              10|      8|             8|            1|
| 448|      14|      0|    0.00|  0.00|                 0|              6|             54|              18|     14|            14|            1|
| 449|      24|      0|    0.06|  0.01|                 1|             17|             94|              34|     24|            24|            1|
| 450|      11|      0|    0.09|  0.02|                 1|             11|             42|              12|     11|            11|            1|
| 451|      28|      0|    0.00|  0.00|                 0|             19|            110|              46|     28|            28|            1|
| 452|      19|      0|    0.00|  0.00|                 0|             12|             74|              18|     19|            19|            1|
| 453|      31|      0|    0.09|  0.02|                 2|             23|            122|              44|     31|            31|            1|
| 454|      26|      0|    0.06|  0.01|                 1|             17|            102|              32|     26|            26|            1|
| 455|      37|      0|    0.07|  0.01|                 2|             28|            146|              64|     37|            37|            1|
| 456|      15|      0|    0.00|  0.00|                 0|             13|             58|              22|     15|            15|            1|
| 457|      14|      0|    0.08|  0.02|                 1|             12|             54|              22|     14|            14|            1|
| 458|      20|      0|    0.00|  0.00|                 0|             17|             78|              28|     20|            20|            1|
| 459|      27|      0|    0.05|  0.01|                 1|             21|            106|              40|     27|            27|            1|
| 460|      24|      0|    0.00|  0.00|                 0|             22|             94|              32|     24|            24|            1|
| 461|      29|      0|    0.00|  0.00|                 0|             25|            114|              46|     29|            29|            1|
| 462|      25|      0|    0.00|  0.00|                 0|             24|             98|              34|     25|            25|            1|
| 463|      33|      0|    0.00|  0.00|                 0|             24|            130|              52|     33|            33|            1|
| 464|      28|      0|    0.00|  0.00|                 0|             23|            110|              44|     28|            28|            1|
| 465|      41|      0|    0.00|  0.00|                 0|             32|            162|              70|     41|            41|            1|
| 466|      22|      0|    0.00|  0.00|                 0|             18|             86|              36|     22|            22|            1|
| 467|      21|      0|    0.07|  0.01|                 1|             15|             82|              28|     21|            21|            1|
| 468|      35|      0|    0.00|  0.00|                 0|             34|            138|              52|     35|            35|            1|
| 469|      18|      0|    0.14|  0.03|                 2|             14|             70|              22|     18|            18|            1|
| 470|      24|      0|    0.09|  0.02|                 2|             23|             94|              32|     24|            24|            1|
| 471|      10|      0|    0.00|  0.00|                 0|              9|             38|               8|     10|            10|            1|
| 472|      28|      0|    0.00|  0.00|                 0|             18|            110|              40|     28|            28|            1|
| 473|      12|      0|    0.00|  0.00|                 0|              7|             46|              14|     12|            12|            1|
| 474|      45|      0|    0.04|  0.01|                 1|             26|            178|              60|     45|            45|            1|
| 475|      34|      0|    0.00|  0.00|                 0|             29|            134|              50|     34|            34|            1|
| 476|      21|      0|    0.05|  0.01|                 1|             20|             82|              34|     21|            21|            1|
| 477|      37|      0|    0.06|  0.01|                 2|             36|            146|              56|     37|            37|            1|
| 478|      26|      0|    0.00|  0.00|                 0|             18|            102|              36|     26|            26|            1|
| 479|      11|      0|    0.00|  0.00|                 0|              7|             42|              14|     11|            11|            1|
| 480|      27|      0|    0.07|  0.01|                 1|             15|            106|              36|     27|            27|            1|
| 481|      20|      0|    0.00|  0.00|                 0|             12|             78|              24|     20|            20|            1|
| 482|      20|      0|    0.00|  0.00|                 0|             12|             78|              20|     20|            20|            1|
| 483|      26|      0|    0.06|  0.01|                 1|             18|            102|              34|     26|            26|            1|
| 484|      16|      0|    0.00|  0.00|                 0|             12|             62|              28|     16|            16|            1|
| 485|      23|      0|    0.00|  0.00|                 0|             18|             90|              32|     23|            23|            1|
| 486|      35|      0|    0.04|  0.01|                 1|             28|            138|              50|     35|            35|            1|
| 487|      10|      0|    0.00|  0.00|                 0|             12|             38|              12|     10|            10|            1|
| 488|      19|      0|    0.00|  0.00|                 0|             18|             74|              26|     19|            19|            1|
| 489|      23|      0|    0.07|  0.01|                 1|             15|             90|              20|     23|            23|            1|
| 490|      39|      0|    0.00|  0.00|                 0|             22|            154|              60|     39|            39|            1|
| 491|      25|      0|    0.00|  0.00|                 0|             17|             98|              24|     25|            25|            1|
| 492|      15|      0|    0.11|  0.02|                 1|              9|             58|               8|     15|            15|            1|
| 493|       5|      0|    0.00|  0.00|                 0|              4|             18|               2|      5|             5|            1|
| 494|      23|      0|    0.00|  0.00|                 0|             17|             90|              34|     23|            23|            1|
| 495|      20|      0|    0.00|  0.00|                 0|             19|             78|              22|     20|            20|            1|
| 496|      11|      0|    0.00|  0.00|                 0|              5|             42|               8|     11|            11|            1|
| 497|      34|      0|    0.00|  0.00|                 0|             42|            134|              52|     34|            34|            1|
| 498|      46|      0|    0.00|  0.00|                 0|             31|            182|              72|     46|            46|            1|
| 499|      12|      0|    0.00|  0.00|                 0|              9|             46|              16|     12|            12|            1|
| 500|      29|      0|    0.04|  0.01|                 1|             25|            114|              48|     29|            29|            1|
| 501|      35|      0|    0.00|  0.00|                 0|             31|            138|              48|     35|            35|            1|
| 502|      37|      0|    0.00|  0.00|                 0|             29|            146|              64|     37|            37|            1|
| 503|      21|      0|    0.00|  0.00|                 0|             17|             82|              36|     21|            21|            1|
| 504|      12|      0|    0.09|  0.02|                 1|             11|             46|              12|     12|            12|            1|
| 505|      10|      0|    0.00|  0.00|                 0|             11|             38|              16|     10|            10|            1|
| 506|      21|      0|    0.00|  0.00|                 0|             17|             82|              28|     21|            21|            1|
| 507|      10|      0|    0.00|  0.00|                 0|              7|             38|              14|     10|            10|            1|
| 508|      19|      0|    0.00|  0.00|                 0|             13|             74|              26|     19|            19|            1|
| 509|      13|      0|    0.00|  0.00|                 0|             11|             51|              17|     13|            13|            1|
| 510|      38|      0|    0.00|  0.00|                 0|             31|            150|              48|     38|            38|            1|
| 511|      33|      0|    0.05|  0.01|                 1|             21|            130|              54|     33|            33|            1|
| 512|      27|      0|    0.00|  0.00|                 0|             24|            106|              44|     27|            27|            1|
| 513|      22|      0|    0.00|  0.00|                 0|             14|             86|              38|     22|            22|            1|
| 514|      26|      0|    0.00|  0.00|                 0|             13|            102|              24|     26|            26|            1|
| 515|      31|      0|    0.00|  0.00|                 0|             13|            122|              42|     31|            31|            1|
| 516|      26|      0|    0.04|  0.01|                 1|             23|            102|              40|     26|            26|            1|
| 517|      22|      0|    0.05|  0.01|                 1|             20|             86|              22|     22|            22|            1|
| 518|      18|      0|    0.08|  0.01|                 1|             13|             70|              14|     18|            18|            1|
| 519|      32|      0|    0.00|  0.00|                 0|             27|            126|              48|     32|            32|            1|
| 520|      28|      0|    0.00|  0.00|                 0|             24|            110|              34|     28|            28|            1|
| 521|      36|      0|    0.06|  0.01|                 2|             32|            142|              40|     36|            36|            1|
| 522|      38|      0|    0.00|  0.00|                 0|             28|            150|              58|     38|            38|            1|
| 523|      28|      0|    0.00|  0.00|                 0|             23|            110|              46|     28|            28|            1|
| 524|      35|      0|    0.04|  0.01|                 1|             26|            138|              44|     35|            35|            1|
| 525|       7|      0|    0.00|  0.00|                 0|              8|             26|               6|      7|             7|            1|
| 526|      20|      0|    0.00|  0.00|                 0|             12|             78|              32|     20|            20|            1|
| 527|      34|      0|    0.04|  0.01|                 1|             25|            134|              50|     34|            34|            1|
| 528|      44|      0|    0.03|  0.01|                 1|             31|            174|              58|     44|            44|            1|
| 529|      14|      0|    0.00|  0.00|                 0|             13|             54|              18|     14|            14|            1|
| 530|      25|      0|    0.06|  0.01|                 1|             17|             98|              36|     25|            25|            1|
| 531|      30|      0|    0.07|  0.02|                 2|             27|            118|              48|     30|            30|            1|
| 532|      28|      0|    0.05|  0.01|                 1|             19|            110|              44|     28|            28|            1|
| 533|      25|      0|    0.00|  0.00|                 0|             20|             98|              34|     25|            25|            1|
| 534|      19|      0|    0.06|  0.01|                 1|             18|             74|              26|     19|            19|            1|
| 535|      18|      0|    0.06|  0.01|                 1|             17|             70|              26|     18|            18|            1|
| 536|      26|      0|    0.05|  0.01|                 1|             21|            102|              30|     26|            26|            1|
| 537|      19|      0|    0.00|  0.00|                 0|             15|             74|              28|     19|            19|            1|
| 538|      23|      0|    0.00|  0.00|                 0|             15|             90|              24|     23|            23|            1|
| 539|       7|      0|    0.00|  0.00|                 0|              6|             26|               4|      7|             7|            1|
| 540|      23|      0|    0.00|  0.00|                 0|             15|             90|              36|     23|            23|            1|
| 541|      21|      0|    0.00|  0.00|                 0|             18|             82|              24|     21|            21|            1|
| 542|       5|      0|    0.00|  0.00|                 0|              4|             18|               2|      5|             5|            1|
| 543|       4|      0|    0.00|  0.00|                 0|              5|             14|               2|      4|             4|            1|
| 544|      19|      0|    0.00|  0.00|                 0|             16|             74|              30|     19|            19|            1|
| 545|      11|      0|    0.00|  0.00|                 0|              9|             42|              14|     11|            11|            1|
| 546|      17|      0|    0.00|  0.00|                 0|             13|             66|              26|     17|            17|            1|
| 547|      27|      0|    0.00|  0.00|                 0|             20|            106|              38|     27|            27|            1|
| 548|      17|      0|    0.00|  0.00|                 0|              7|             66|              16|     17|            17|            1|
| 549|      25|      0|    0.00|  0.00|                 0|             21|             98|              36|     25|            25|            1|
| 550|      21|      0|    0.00|  0.00|                 0|             13|             82|              30|     21|            21|            1|
| 551|      27|      0|    0.00|  0.00|                 0|             25|            106|              44|     27|            27|            1|
| 552|       8|      0|    0.00|  0.00|                 0|              5|             30|               4|      8|             8|            1|
| 553|      31|      0|    0.04|  0.01|                 1|             24|            122|              32|     31|            31|            1|
| 554|      19|      0|    0.00|  0.00|                 0|             17|             74|              22|     19|            19|            1|
| 555|       6|      0|    0.00|  0.00|                 0|              6|             22|               4|      6|             6|            1|
| 556|      18|      0|    0.00|  0.00|                 0|             17|             70|              24|     18|            18|            1|
| 557|      29|      0|    0.00|  0.00|                 0|             25|            114|              48|     29|            29|            1|
| 558|      28|      0|    0.00|  0.00|                 0|             20|            111|              43|     28|            28|            1|
| 559|      12|      0|    0.11|  0.02|                 1|              9|             46|              16|     12|            12|            1|
| 560|      17|      0|    0.00|  0.00|                 0|             12|             66|              24|     17|            17|            1|
| 561|      15|      0|    0.00|  0.00|                 0|             10|             58|              18|     15|            15|            1|
| 562|      21|      0|    0.00|  0.00|                 0|             16|             82|              30|     21|            21|            1|
| 563|      29|      0|    0.00|  0.00|                 0|             21|            114|              44|     29|            29|            1|
| 564|      25|      0|    0.06|  0.01|                 1|             17|             98|              34|     25|            25|            1|
| 565|      14|      0|    0.00|  0.00|                 0|             10|             54|              14|     14|            14|            1|
| 566|      11|      0|    0.00|  0.00|                 0|             10|             42|               8|     11|            11|            1|
| 567|      13|      0|    0.00|  0.00|                 0|             11|             50|              12|     13|            13|            1|
| 568|      14|      0|    0.00|  0.00|                 0|             12|             54|              16|     14|            14|            1|
| 569|       5|      0|    0.00|  0.00|                 0|              4|             18|               4|      5|             5|            1|
| 570|      21|      0|    0.10|  0.02|                 2|             21|             82|              18|     21|            21|            1|
| 571|       3|      0|    0.00|  0.00|                 0|              1|             10|               0|      3|             3|            1|
| 572|      11|      0|    0.00|  0.00|                 0|              7|             42|              18|     11|            11|            1|
| 573|      30|      0|    0.04|  0.01|                 1|             26|            118|              46|     30|            30|            1|
| 574|       7|      0|    0.00|  0.00|                 0|              5|             26|               6|      7|             7|            1|
| 575|      34|      0|    0.00|  0.00|                 0|             28|            134|              54|     34|            34|            1|
| 576|      18|      0|    0.00|  0.00|                 0|             13|             70|              22|     18|            18|            1|
| 577|      23|      0|    0.00|  0.00|                 0|             12|             90|              28|     23|            23|            1|
| 578|      38|      0|    0.03|  0.01|                 1|             32|            150|              56|     38|            38|            1|
| 579|      24|      0|    0.00|  0.00|                 0|             17|             94|              32|     24|            24|            1|
| 580|      14|      0|    0.10|  0.02|                 1|             10|             54|              14|     14|            14|            1|
| 581|      22|      0|    0.00|  0.00|                 0|             22|             86|              36|     22|            22|            1|
| 582|      34|      0|    0.03|  0.01|                 1|             31|            134|              54|     34|            34|            1|
| 583|      15|      0|    0.00|  0.00|                 0|             11|             58|              20|     15|            15|            1|
| 584|      24|      0|    0.05|  0.01|                 1|             19|             94|              36|     24|            24|            1|
| 585|      51|      0|    0.00|  0.00|                 0|             34|            202|              74|     51|            51|            1|
| 586|      13|      0|    0.00|  0.00|                 0|             12|             50|              18|     13|            13|            1|
| 587|      28|      0|    0.00|  0.00|                 0|             23|            110|              42|     28|            28|            1|
| 588|      25|      0|    0.00|  0.00|                 0|             18|             98|              38|     25|            25|            1|
| 589|      10|      0|    0.12|  0.03|                 1|              8|             38|               8|     10|            10|            1|
| 590|      19|      0|    0.00|  0.00|                 0|             12|             74|              32|     19|            19|            1|
| 591|      10|      0|    0.00|  0.00|                 0|              8|             38|              10|     10|            10|            1|
| 592|      16|      0|    0.00|  0.00|                 0|             11|             62|              20|     16|            16|            1|
| 593|      27|      0|    0.00|  0.00|                 0|             20|            106|              48|     27|            27|            1|
| 594|      22|      0|    0.13|  0.02|                 2|             15|             86|              22|     22|            22|            1|
| 595|      22|      0|    0.05|  0.01|                 1|             21|             86|              34|     22|            22|            1|
| 596|      27|      0|    0.09|  0.02|                 2|             22|            106|              44|     27|            27|            1|
| 597|     118|      0|    0.03|  0.00|                 2|             75|            470|             186|    118|           118|            1|
| 598|      38|      0|    0.04|  0.01|                 1|             27|            150|              56|     38|            38|            1|
| 599|      14|      0|    0.00|  0.00|                 0|              8|             54|              16|     14|            14|            1|
| 600|      52|      0|    0.00|  0.00|                 0|             41|            206|              72|     52|            52|            1|
| 601|      20|      0|    0.00|  0.00|                 0|             14|             78|              26|     20|            20|            1|
| 602|      31|      0|    0.05|  0.01|                 1|             22|            122|              42|     31|            31|            1|
| 603|      39|      0|    0.03|  0.01|                 1|             31|            154|              62|     39|            39|            1|
| 604|      16|      0|    0.10|  0.02|                 1|             10|             62|              12|     16|            16|            1|
| 605|      38|      0|    0.00|  0.00|                 0|             26|            150|              62|     38|            38|            1|
| 606|      33|      0|    0.04|  0.01|                 1|             27|            130|              40|     33|            33|            1|
| 607|      45|      0|    0.00|  0.00|                 0|             38|            178|              78|     45|            45|            1|
| 608|      24|      0|    0.00|  0.00|                 0|             17|             94|              34|     24|            24|            1|
| 609|      16|      0|    0.00|  0.00|                 0|             11|             62|              22|     16|            16|            1|
| 610|      30|      0|    0.00|  0.00|                 0|             22|            118|              46|     30|            30|            1|
| 611|      18|      0|    0.07|  0.01|                 1|             15|             70|              20|     18|            18|            1|
| 612|      33|      0|    0.05|  0.01|                 1|             22|            130|              48|     33|            33|            1|
| 613|      19|      0|    0.00|  0.00|                 0|             15|             74|              22|     19|            19|            1|
| 614|      15|      0|    0.00|  0.00|                 0|             13|             58|              22|     15|            15|            1|
| 615|      36|      0|    0.00|  0.00|                 0|             32|            142|              42|     36|            36|            1|
| 616|       8|      0|    0.00|  0.00|                 0|              7|             30|               8|      8|             8|            1|
| 617|       8|      0|    0.00|  0.00|                 0|              4|             30|              10|      8|             8|            1|
| 618|      21|      0|    0.00|  0.00|                 0|             19|             82|              32|     21|            21|            1|
| 619|      41|      0|    0.00|  0.00|                 0|             36|            162|              74|     41|            41|            1|
| 620|      44|      0|    0.00|  0.00|                 0|             35|            174|              60|     44|            44|            1|
| 621|      27|      0|    0.00|  0.00|                 0|             20|            106|              32|     27|            27|            1|
| 622|      13|      0|    0.00|  0.00|                 0|             10|             50|              16|     13|            13|            1|
| 623|      24|      0|    0.00|  0.00|                 0|             20|             94|              26|     24|            24|            1|
| 624|      39|      0|    0.00|  0.00|                 0|             28|            154|              60|     39|            39|            1|
| 625|      29|      0|    0.06|  0.02|                 2|             31|            114|              44|     29|            29|            1|
| 626|      27|      0|    0.00|  0.00|                 0|             25|            106|              38|     27|            27|            1|
| 627|      22|      0|    0.05|  0.01|                 1|             19|             86|              28|     22|            22|            1|
| 628|       8|      0|    0.17|  0.03|                 1|              6|             30|               2|      8|             8|            1|
| 629|      14|      0|    0.00|  0.00|                 0|             12|             54|              16|     14|            14|            1|
| 630|      34|      0|    0.11|  0.02|                 3|             28|            134|              54|     34|            34|            1|
| 631|      15|      0|    0.00|  0.00|                 0|             14|             58|              22|     15|            15|            1|
| 632|      42|      0|    0.00|  0.00|                 0|             34|            166|              70|     42|            42|            1|
| 633|      44|      0|    0.03|  0.01|                 1|             31|            174|              58|     44|            44|            1|
| 634|      31|      0|    0.04|  0.01|                 1|             28|            122|              44|     31|            31|            1|
| 635|      30|      0|    0.08|  0.02|                 2|             26|            118|              42|     30|            30|            1|
| 636|      42|      0|    0.00|  0.00|                 0|             27|            166|              56|     42|            42|            1|
| 637|      13|      0|    0.10|  0.02|                 1|             10|             50|              16|     13|            13|            1|
| 638|      22|      0|    0.00|  0.00|                 0|             18|             86|              34|     22|            22|            1|
| 639|      16|      0|    0.00|  0.00|                 0|             12|             62|              22|     16|            16|            1|
| 640|       8|      0|    0.00|  0.00|                 0|              5|             30|               8|      8|             8|            1|
| 641|      13|      0|    0.00|  0.00|                 0|             12|             50|              18|     13|            13|            1|
| 642|      23|      0|    0.00|  0.00|                 0|             18|             90|              26|     23|            23|            1|
| 643|      28|      0|    0.00|  0.00|                 0|             27|            110|              46|     28|            28|            1|
| 644|      20|      0|    0.00|  0.00|                 0|             14|             78|              26|     20|            20|            1|
| 645|      37|      0|    0.00|  0.00|                 0|             20|            146|              52|     37|            37|            1|
| 646|      28|      0|    0.04|  0.01|                 1|             25|            110|              42|     28|            28|            1|
| 647|      32|      0|    0.00|  0.00|                 0|             26|            126|              44|     32|            32|            1|
| 648|      34|      0|    0.00|  0.00|                 0|             34|            134|              52|     34|            34|            1|
| 649|      51|      0|    0.00|  0.00|                 0|             41|            202|              78|     51|            51|            1|
| 650|      25|      0|    0.00|  0.00|                 0|             26|             98|              40|     25|            25|            1|
| 651|      26|      0|    0.05|  0.01|                 1|             20|            102|              40|     26|            26|            1|
| 652|      17|      0|    0.00|  0.00|                 0|             16|             66|              30|     17|            17|            1|
| 653|       3|      0|    1.00|  0.10|                 1|              1|             10|               0|      3|             3|            1|
| 654|      41|      0|    0.00|  0.00|                 0|             31|            162|              62|     41|            41|            1|
| 655|      32|      0|    0.00|  0.00|                 0|             22|            126|              48|     32|            32|            1|
| 656|      26|      0|    0.00|  0.00|                 0|             22|            102|              38|     26|            26|            1|
| 657|      43|      0|    0.03|  0.01|                 1|             33|            170|              56|     43|            43|            1|
| 658|      21|      0|    0.07|  0.01|                 1|             15|             82|              22|     21|            21|            1|
| 659|       7|      0|    0.20|  0.04|                 1|              5|             26|               4|      7|             7|            1|
| 660|      21|      0|    0.06|  0.01|                 1|             17|             82|              32|     21|            21|            1|
| 661|      35|      0|    0.00|  0.00|                 0|             30|            138|              48|     35|            35|            1|
| 662|      31|      0|    0.07|  0.02|                 2|             27|            122|              46|     31|            31|            1|
| 663|      11|      0|    0.09|  0.02|                 1|             11|             42|              18|     11|            11|            1|
| 664|      31|      0|    0.10|  0.02|                 2|             21|            122|              36|     31|            31|            1|
| 665|      53|      0|    0.00|  0.00|                 0|             39|            210|              74|     53|            53|            1|
| 666|      28|      0|    0.03|  0.01|                 1|             30|            110|              44|     28|            28|            1|
| 667|      24|      0|    0.00|  0.00|                 0|             14|             94|              30|     24|            24|            1|
| 668|      26|      0|    0.00|  0.00|                 0|             18|            102|              40|     26|            26|            1|
| 669|      13|      0|    0.00|  0.00|                 0|              8|             50|              18|     13|            13|            1|
| 670|      19|      0|    0.00|  0.00|                 0|             12|             74|              30|     19|            19|            1|
| 671|      24|      0|    0.00|  0.00|                 0|             17|             94|              30|     24|            24|            1|
| 672|      19|      0|    0.00|  0.00|                 0|             16|             74|              30|     19|            19|            1|
| 673|      31|      0|    0.12|  0.02|                 3|             26|            122|              32|     31|            31|            1|
| 674|      23|      0|    0.00|  0.00|                 0|             17|             90|              38|     23|            23|            1|
| 675|      26|      0|    0.00|  0.00|                 0|             23|            102|              34|     26|            26|            1|
| 676|      22|      0|    0.00|  0.00|                 0|             15|             86|              32|     22|            22|            1|
| 677|      27|      0|    0.05|  0.01|                 1|             22|            106|              46|     27|            27|            1|
| 678|      29|      0|    0.10|  0.02|                 2|             21|            114|              44|     29|            29|            1|
| 679|      19|      0|    0.06|  0.01|                 1|             16|             74|              28|     19|            19|            1|
| 680|      39|      0|    0.03|  0.01|                 1|             36|            154|              70|     39|            39|            1|
| 681|      15|      0|    0.18|  0.03|                 2|             11|             58|              18|     15|            15|            1|
| 682|      22|      0|    0.00|  0.00|                 0|             14|             86|              28|     22|            22|            1|
| 683|      16|      0|    0.00|  0.00|                 0|              8|             62|              16|     16|            16|            1|
| 684|      14|      0|    0.09|  0.02|                 1|             11|             54|              18|     14|            14|            1|
| 685|       7|      0|    0.20|  0.04|                 1|              5|             26|               4|      7|             7|            1|
| 686|      15|      0|    0.00|  0.00|                 0|             13|             58|              20|     15|            15|            1|
| 687|      17|      0|    0.00|  0.00|                 0|             12|             66|              22|     17|            17|            1|
| 688|      39|      0|    0.03|  0.01|                 1|             31|            154|              66|     39|            39|            1|
| 689|      19|      0|    0.08|  0.01|                 1|             12|             74|              22|     19|            19|            1|
| 690|      19|      0|    0.00|  0.00|                 0|             11|             74|              26|     19|            19|            1|
| 691|      22|      0|    0.00|  0.00|                 0|             15|             86|              32|     22|            22|            1|
| 692|      16|      0|    0.10|  0.02|                 1|             10|             62|              18|     16|            16|            1|
| 693|      23|      0|    0.00|  0.00|                 0|             14|             90|              30|     23|            23|            1|
| 694|      33|      0|    0.00|  0.00|                 0|             21|            130|              54|     33|            33|            1|
| 695|      22|      0|    0.00|  0.00|                 0|             17|             86|              28|     22|            22|            1|
| 696|      29|      0|    0.00|  0.00|                 0|             18|            114|              32|     29|            29|            1|
