# Score Result
| ID | length | state | recall | prec | matched_brackets | gold_brackets | test_brackets | cross_brackets | words | correct_tags | tag_accracy |
| 358|      15|      0|    1.00|  1.00|                 9|              9|              9|               0|     15|            15|            1|
| 359|      31|      0|    0.95|  0.95|                18|             19|             19|               0|     31|            31|            1|
| 360|      63|      0|    0.91|  0.92|                49|             54|             53|               3|     63|            63|            1|
| 361|       7|      0|    1.00|  1.00|                 5|              5|              5|               0|      7|             7|            1|
| 362|      24|      0|    1.00|  1.00|                15|             15|             15|               0|     24|            24|            1|
| 363|      39|      0|    0.89|  0.93|                25|             28|             27|               1|     39|            39|            1|
| 364|      11|      0|    1.00|  1.00|                11|             11|             11|               0|     11|            11|            1|
| 365|      39|      0|    0.86|  0.86|                19|             22|             22|               3|     39|            39|            1|
| 366|      29|      0|    0.96|  1.00|                22|             23|             22|               0|     29|            29|            1|
| 367|      27|      0|    0.95|  1.00|                20|             21|             20|               0|     27|            27|            1|
| 368|      16|      0|    0.86|  0.80|                12|             14|             15|               2|     16|            16|            1|
| 369|      37|      0|    0.93|  1.00|                25|             27|             25|               0|     37|            37|            1|
| 370|      16|      0|    0.87|  1.00|                13|             15|             13|               0|     16|            16|            1|
| 371|      43|      0|    0.84|  0.89|                31|             37|             35|               2|     43|            43|            1|
| 372|      38|      0|    1.00|  0.96|                25|             25|             26|               0|     38|            38|            1|
| 373|      39|      0|    0.93|  0.93|                27|             29|             29|               1|     39|            39|            1|
| 374|      20|      0|    1.00|  0.93|                13|             13|             14|               0|     20|            20|            1|
| 375|      30|      0|    0.90|  0.88|                28|             31|             32|               0|     30|            30|            1|
| 376|      12|      0|    0.88|  0.78|                 7|              8|              9|               1|     12|            12|            1|
| 377|      14|      0|    1.00|  1.00|                 9|              9|              9|               0|     14|            14|            1|
| 378|      28|      0|    1.00|  0.96|                22|             22|             23|               0|     28|            28|            1|
| 379|      31|      0|    1.00|  0.96|                22|             22|             23|               0|     31|            31|            1|
| 380|      31|      0|    1.00|  1.00|                24|             24|             24|               0|     31|            31|            1|
| 381|      14|      0|    1.00|  1.00|                14|             14|             14|               0|     14|            14|            1|
| 382|       2|      0|    1.00|  1.00|                 1|              1|              1|               0|      2|             2|            1|
| 383|      30|      0|    0.56|  0.54|                14|             25|             26|               9|     30|            30|            1|
| 384|       4|      0|    1.00|  1.00|                 1|              1|              1|               0|      4|             4|            1|
| 385|       1|      0|    0.00|  0.00|                 0|              1|              1|               0|      1|             1|            1|
| 386|      23|      0|    0.60|  0.62|                15|             25|             24|               7|     23|            23|            1|
| 387|       4|      0|    1.00|  1.00|                 1|              1|              1|               0|      4|             4|            1|
| 388|      25|      0|    0.94|  0.94|                16|             17|             17|               0|     25|            25|            1|
| 389|      22|      0|    1.00|  0.93|                14|             14|             15|               0|     22|            22|            1|
| 390|      39|      0|    0.82|  0.82|                28|             34|             34|               4|     39|            39|            1|
| 391|      45|      0|    0.97|  1.00|                37|             38|             37|               0|     45|            45|            1|
| 392|      43|      0|    0.94|  1.00|                32|             34|             32|               0|     43|            43|            1|
| 393|      51|      0|    0.67|  0.67|                30|             45|             45|              11|     51|            51|            1|
| 394|      21|      0|    0.91|  0.91|                10|             11|             11|               0|     21|            21|            1|
| 395|      27|      0|    0.62|  0.68|                15|             24|             22|               6|     27|            27|            1|
| 396|      45|      0|    0.70|  0.68|                26|             37|             38|               9|     45|            45|            1|
| 397|      32|      0|    0.78|  0.75|                18|             23|             24|               4|     32|            32|            1|
| 398|      24|      0|    0.88|  0.94|                15|             17|             16|               1|     24|            24|            1|
| 399|       9|      0|    1.00|  1.00|                 8|              8|              8|               0|      9|             9|            1|
| 400|      27|      0|    0.90|  0.86|                18|             20|             21|               1|     27|            27|            1|
| 401|      16|      0|    1.00|  1.00|                15|             15|             15|               0|     16|            16|            1|
| 402|      16|      0|    0.82|  0.75|                 9|             11|             12|               2|     16|            16|            1|
| 403|      16|      0|    1.00|  0.94|                16|             16|             17|               0|     16|            16|            1|
| 404|      48|      0|    0.97|  0.97|                35|             36|             36|               0|     48|            48|            1|
| 405|      14|      0|    0.92|  1.00|                12|             13|             12|               0|     14|            14|            1|
| 406|      12|      0|    0.70|  0.64|                 7|             10|             11|               3|     12|            12|            1|
| 407|      43|      0|    0.81|  0.79|                22|             27|             28|               5|     43|            43|            1|
| 408|      33|      0|    1.00|  1.00|                21|             21|             21|               0|     33|            33|            1|
| 409|      15|      0|    1.00|  1.00|                10|             10|             10|               0|     15|            15|            1|
| 410|      33|      0|    0.79|  0.85|                23|             29|             27|               3|     33|            33|            1|
| 411|      17|      0|    0.90|  0.82|                 9|             10|             11|               2|     17|            17|            1|
| 412|      30|      0|    1.00|  1.00|                17|             17|             17|               0|     30|            30|            1|
| 413|      14|      0|    0.73|  0.73|                 8|             11|             11|               3|     14|            14|            1|
| 414|      11|      0|    1.00|  1.00|                 7|              7|              7|               0|     11|            11|            1|
| 415|      26|      0|    1.00|  1.00|                14|             14|             14|               0|     26|            26|            1|
| 416|      38|      0|    0.82|  0.79|                23|             28|             29|               5|     38|            38|            1|
| 417|      14|      0|    1.00|  1.00|                10|             10|             10|               0|     14|            14|            1|
| 418|      14|      0|    0.58|  0.58|                 7|             12|             12|               5|     14|            14|            1|
| 419|      19|      0|    1.00|  1.00|                11|             11|             11|               0|     19|            19|            1|
| 420|      20|      0|    1.00|  0.90|                 9|              9|             10|               0|     20|            20|            1|
| 421|      21|      0|    1.00|  1.00|                10|             10|             10|               0|     21|            21|            1|
| 422|      34|      0|    0.91|  0.95|                20|             22|             21|               1|     34|            34|            1|
| 423|      20|      0|    1.00|  1.00|                15|             15|             15|               0|     20|            20|            1|
| 424|      47|      0|    1.00|  1.00|                29|             29|             29|               0|     47|            47|            1|
| 425|      17|      0|    0.92|  0.92|                11|             12|             12|               0|     17|            17|            1|
| 426|      17|      0|    1.00|  1.00|                10|             10|             10|               0|     17|            17|            1|
| 427|      27|      0|    1.00|  1.00|                20|             20|             20|               0|     27|            27|            1|
| 428|      32|      0|    0.92|  0.92|                24|             26|             26|               2|     32|            32|            1|
| 429|      13|      0|    1.00|  1.00|                 7|              7|              7|               0|     13|            13|            1|
| 430|      43|      0|    0.83|  0.89|                34|             41|             38|               3|     43|            43|            1|
| 431|      21|      0|    0.86|  0.82|                18|             21|             22|               3|     21|            21|            1|
| 432|      20|      0|    0.93|  1.00|                14|             15|             14|               0|     20|            20|            1|
| 433|      15|      0|    0.92|  1.00|                11|             12|             11|               0|     15|            15|            1|
| 434|      35|      0|    0.70|  0.68|                21|             30|             31|               5|     35|            35|            1|
| 435|      11|      0|    0.70|  0.78|                 7|             10|              9|               0|     11|            11|            1|
| 436|      19|      0|    0.81|  1.00|                17|             21|             17|               0|     19|            19|            1|
| 437|      18|      0|    1.00|  1.00|                16|             16|             16|               0|     18|            18|            1|
| 438|      10|      0|    1.00|  1.00|                 7|              7|              7|               0|     10|            10|            1|
| 439|      20|      0|    0.95|  0.95|                20|             21|             21|               0|     20|            20|            1|
| 440|      49|      0|    0.90|  0.88|                28|             31|             32|               2|     49|            49|            1|
| 441|      31|      0|    0.78|  0.84|                21|             27|             25|               2|     31|            31|            1|
| 442|      11|      0|    0.92|  0.92|                11|             12|             12|               0|     11|            11|            1|
| 443|      16|      0|    0.79|  0.85|                11|             14|             13|               1|     16|            16|            1|
| 444|      23|      0|    1.00|  0.91|                21|             21|             23|               0|     23|            23|            1|
| 445|      10|      0|    1.00|  1.00|                11|             11|             11|               0|     10|            10|            1|
| 446|      44|      0|    1.00|  0.92|                24|             24|             26|               0|     44|            44|            1|
| 447|       8|      0|    0.71|  0.71|                 5|              7|              7|               0|      8|             8|            1|
| 448|      14|      0|    1.00|  1.00|                 6|              6|              6|               0|     14|            14|            1|
| 449|      24|      0|    0.71|  0.86|                12|             17|             14|               1|     24|            24|            1|
| 450|      11|      0|    0.82|  0.82|                 9|             11|             11|               2|     11|            11|            1|
| 451|      28|      0|    0.89|  0.85|                17|             19|             20|               0|     28|            28|            1|
| 452|      19|      0|    1.00|  1.00|                12|             12|             12|               0|     19|            19|            1|
| 453|      31|      0|    1.00|  1.00|                23|             23|             23|               0|     31|            31|            1|
| 454|      26|      0|    0.71|  0.86|                12|             17|             14|               0|     26|            26|            1|
| 455|      37|      0|    0.79|  0.79|                22|             28|             28|               0|     37|            37|            1|
| 456|      15|      0|    1.00|  1.00|                13|             13|             13|               0|     15|            15|            1|
| 457|      14|      0|    0.83|  0.77|                10|             12|             13|               0|     14|            14|            1|
| 458|      20|      0|    0.53|  0.64|                 9|             17|             14|               5|     20|            20|            1|
| 459|      27|      0|    0.95|  1.00|                20|             21|             20|               0|     27|            27|            1|
| 460|      24|      0|    0.68|  0.79|                15|             22|             19|               2|     24|            24|            1|
| 461|      29|      0|    0.72|  0.69|                18|             25|             26|               5|     29|            29|            1|
| 462|      25|      0|    0.83|  0.95|                20|             24|             21|               0|     25|            25|            1|
| 463|      33|      0|    0.92|  0.96|                22|             24|             23|               0|     33|            33|            1|
| 464|      28|      0|    0.78|  0.78|                18|             23|             23|               3|     28|            28|            1|
| 465|      41|      0|    0.84|  0.87|                27|             32|             31|               1|     41|            41|            1|
| 466|      22|      0|    0.72|  0.68|                13|             18|             19|               3|     22|            22|            1|
| 467|      21|      0|    0.93|  0.93|                14|             15|             15|               0|     21|            21|            1|
| 468|      35|      0|    0.79|  0.79|                27|             34|             34|               3|     35|            35|            1|
| 469|      18|      0|    1.00|  1.00|                14|             14|             14|               0|     18|            18|            1|
| 470|      24|      0|    0.70|  0.84|                16|             23|             19|               0|     24|            24|            1|
| 471|      10|      0|    0.67|  0.86|                 6|              9|              7|               0|     10|            10|            1|
| 472|      28|      0|    1.00|  1.00|                18|             18|             18|               0|     28|            28|            1|
| 473|      12|      0|    1.00|  1.00|                 7|              7|              7|               0|     12|            12|            1|
| 474|      45|      0|    0.96|  0.96|                25|             26|             26|               0|     45|            45|            1|
| 475|      34|      0|    0.86|  0.78|                25|             29|             32|               3|     34|            34|            1|
| 476|      21|      0|    1.00|  1.00|                20|             20|             20|               0|     21|            21|            1|
| 477|      37|      0|    0.75|  0.84|                27|             36|             32|               5|     37|            37|            1|
| 478|      26|      0|    0.44|  0.67|                 8|             18|             12|               3|     26|            26|            1|
| 479|      11|      0|    0.57|  0.80|                 4|              7|              5|               0|     11|            11|            1|
| 480|      27|      0|    0.87|  0.72|                13|             15|             18|               1|     27|            27|            1|
| 481|      20|      0|    0.92|  0.92|                11|             12|             12|               0|     20|            20|            1|
| 482|      20|      0|    0.83|  0.91|                10|             12|             11|               1|     20|            20|            1|
| 483|      26|      0|    0.78|  0.74|                14|             18|             19|               2|     26|            26|            1|
| 484|      16|      0|    1.00|  1.00|                12|             12|             12|               0|     16|            16|            1|
| 485|      23|      0|    0.78|  0.78|                14|             18|             18|               2|     23|            23|            1|
| 486|      35|      0|    0.82|  0.88|                23|             28|             26|               3|     35|            35|            1|
| 487|      10|      0|    0.75|  0.90|                 9|             12|             10|               0|     10|            10|            1|
| 488|      19|      0|    0.83|  0.83|                15|             18|             18|               3|     19|            19|            1|
| 489|      23|      0|    0.60|  0.75|                 9|             15|             12|               2|     23|            23|            1|
| 490|      39|      0|    0.77|  0.71|                17|             22|             24|               5|     39|            39|            1|
| 491|      25|      0|    0.82|  0.74|                14|             17|             19|               1|     25|            25|            1|
| 492|      15|      0|    1.00|  1.00|                 9|              9|              9|               0|     15|            15|            1|
| 493|       5|      0|    1.00|  1.00|                 4|              4|              4|               0|      5|             5|            1|
| 494|      23|      0|    0.59|  0.59|                10|             17|             17|               4|     23|            23|            1|
| 495|      20|      0|    0.79|  0.88|                15|             19|             17|               0|     20|            20|            1|
| 496|      11|      0|    1.00|  1.00|                 5|              5|              5|               0|     11|            11|            1|
| 497|      34|      0|    0.90|  0.93|                38|             42|             41|               1|     34|            34|            1|
| 498|      46|      0|    0.71|  0.73|                22|             31|             30|               2|     46|            46|            1|
| 499|      12|      0|    1.00|  1.00|                 9|              9|              9|               0|     12|            12|            1|
| 500|      29|      0|    0.56|  0.64|                14|             25|             22|               6|     29|            29|            1|
| 501|      35|      0|    0.71|  0.69|                22|             31|             32|               8|     35|            35|            1|
| 502|      37|      0|    0.83|  0.86|                24|             29|             28|               4|     37|            37|            1|
| 503|      21|      0|    0.94|  0.94|                16|             17|             17|               0|     21|            21|            1|
| 504|      12|      0|    0.73|  0.89|                 8|             11|              9|               0|     12|            12|            1|
| 505|      10|      0|    0.64|  0.78|                 7|             11|              9|               0|     10|            10|            1|
| 506|      21|      0|    0.88|  0.94|                15|             17|             16|               0|     21|            21|            1|
| 507|      10|      0|    0.86|  0.86|                 6|              7|              7|               1|     10|            10|            1|
| 508|      19|      0|    1.00|  1.00|                13|             13|             13|               0|     19|            19|            1|
| 509|      13|      0|    0.91|  0.83|                10|             11|             12|               1|     13|            13|            1|
| 510|      38|      0|    0.90|  0.97|                28|             31|             29|               1|     38|            38|            1|
| 511|      33|      0|    0.86|  0.82|                18|             21|             22|               3|     33|            33|            1|
| 512|      27|      0|    0.67|  0.67|                16|             24|             24|               5|     27|            27|            1|
| 513|      22|      0|    0.79|  0.73|                11|             14|             15|               2|     22|            22|            1|
| 514|      26|      0|    0.77|  0.77|                10|             13|             13|               0|     26|            26|            1|
| 515|      31|      0|    0.85|  0.85|                11|             13|             13|               1|     31|            31|            1|
| 516|      26|      0|    0.83|  0.90|                19|             23|             21|               1|     26|            26|            1|
| 517|      22|      0|    0.65|  0.93|                13|             20|             14|               1|     22|            22|            1|
| 518|      18|      0|    0.85|  0.85|                11|             13|             13|               0|     18|            18|            1|
| 519|      32|      0|    0.78|  0.75|                21|             27|             28|               4|     32|            32|            1|
| 520|      28|      0|    0.96|  0.92|                23|             24|             25|               1|     28|            28|            1|
| 521|      36|      0|    0.88|  0.90|                28|             32|             31|               0|     36|            36|            1|
| 522|      38|      0|    0.93|  1.00|                26|             28|             26|               0|     38|            38|            1|
| 523|      28|      0|    0.78|  0.86|                18|             23|             21|               1|     28|            28|            1|
| 524|      35|      0|    0.69|  0.82|                18|             26|             22|               1|     35|            35|            1|
| 525|       7|      0|    1.00|  1.00|                 8|              8|              8|               0|      7|             7|            1|
| 526|      20|      0|    1.00|  1.00|                12|             12|             12|               0|     20|            20|            1|
| 527|      34|      0|    1.00|  1.00|                25|             25|             25|               0|     34|            34|            1|
| 528|      44|      0|    0.71|  0.71|                22|             31|             31|               6|     44|            44|            1|
| 529|      14|      0|    1.00|  1.00|                13|             13|             13|               0|     14|            14|            1|
| 530|      25|      0|    0.88|  0.79|                15|             17|             19|               1|     25|            25|            1|
| 531|      30|      0|    1.00|  0.93|                27|             27|             29|               0|     30|            30|            1|
| 532|      28|      0|    0.95|  1.00|                18|             19|             18|               0|     28|            28|            1|
| 533|      25|      0|    0.75|  0.71|                15|             20|             21|               4|     25|            25|            1|
| 534|      19|      0|    1.00|  0.95|                18|             18|             19|               0|     19|            19|            1|
| 535|      18|      0|    0.65|  0.58|                11|             17|             19|               7|     18|            18|            1|
| 536|      26|      0|    1.00|  0.95|                21|             21|             22|               0|     26|            26|            1|
| 537|      19|      0|    0.93|  0.93|                14|             15|             15|               0|     19|            19|            1|
| 538|      23|      0|    1.00|  1.00|                15|             15|             15|               0|     23|            23|            1|
| 539|       7|      0|    1.00|  1.00|                 6|              6|              6|               0|      7|             7|            1|
| 540|      23|      0|    1.00|  1.00|                15|             15|             15|               0|     23|            23|            1|
| 541|      21|      0|    0.89|  0.94|                16|             18|             17|               1|     21|            21|            1|
| 542|       5|      0|    1.00|  1.00|                 4|              4|              4|               0|      5|             5|            1|
| 543|       4|      0|    0.20|  0.50|                 1|              5|              2|               0|      4|             4|            1|
| 544|      19|      0|    0.94|  0.94|                15|             16|             16|               0|     19|            19|            1|
| 545|      11|      0|    1.00|  1.00|                 9|              9|              9|               0|     11|            11|            1|
| 546|      17|      0|    1.00|  1.00|                13|             13|             13|               0|     17|            17|            1|
| 547|      27|      0|    1.00|  1.00|                20|             20|             20|               0|     27|            27|            1|
| 548|      17|      0|    1.00|  1.00|                 7|              7|              7|               0|     17|            17|            1|
| 549|      25|      0|    0.48|  0.53|                10|             21|             19|               3|     25|            25|            1|
| 550|      21|      0|    0.77|  0.71|                10|             13|             14|               3|     21|            21|            1|
| 551|      27|      0|    1.00|  0.96|                25|             25|             26|               0|     27|            27|            1|
| 552|       8|      0|    1.00|  1.00|                 5|              5|              5|               0|      8|             8|            1|
| 553|      31|      0|    1.00|  0.96|                24|             24|             25|               0|     31|            31|            1|
| 554|      19|      0|    0.94|  1.00|                16|             17|             16|               0|     19|            19|            1|
| 555|       6|      0|    0.83|  0.62|                 5|              6|              8|               1|      6|             6|            1|
| 556|      18|      0|    0.82|  0.88|                14|             17|             16|               0|     18|            18|            1|
| 557|      29|      0|    0.80|  0.91|                20|             25|             22|               1|     29|            29|            1|
| 558|      28|      0|    0.85|  0.89|                17|             20|             19|               2|     28|            28|            1|
| 559|      12|      0|    0.89|  0.89|                 8|              9|              9|               0|     12|            12|            1|
| 560|      17|      0|    1.00|  1.00|                12|             12|             12|               0|     17|            17|            1|
| 561|      15|      0|    0.70|  0.78|                 7|             10|              9|               1|     15|            15|            1|
| 562|      21|      0|    0.94|  1.00|                15|             16|             15|               0|     21|            21|            1|
| 563|      29|      0|    1.00|  1.00|                21|             21|             21|               0|     29|            29|            1|
| 564|      25|      0|    1.00|  1.00|                17|             17|             17|               0|     25|            25|            1|
| 565|      14|      0|    1.00|  1.00|                10|             10|             10|               0|     14|            14|            1|
| 566|      11|      0|    0.90|  1.00|                 9|             10|              9|               0|     11|            11|            1|
| 567|      13|      0|    1.00|  1.00|                11|             11|             11|               0|     13|            13|            1|
| 568|      14|      0|    1.00|  1.00|                12|             12|             12|               0|     14|            14|            1|
| 569|       5|      0|    1.00|  1.00|                 4|              4|              4|               0|      5|             5|            1|
| 570|      21|      0|    0.90|  0.95|                19|             21|             20|               0|     21|            21|            1|
| 571|       3|      0|    1.00|  1.00|                 1|              1|              1|               0|      3|             3|            1|
| 572|      11|      0|    1.00|  0.88|                 7|              7|              8|               0|     11|            11|            1|
| 573|      30|      0|    0.88|  0.82|                23|             26|             28|               3|     30|            30|            1|
| 574|       7|      0|    0.60|  0.75|                 3|              5|              4|               0|      7|             7|            1|
| 575|      34|      0|    0.71|  0.87|                20|             28|             23|               2|     34|            34|            1|
| 576|      18|      0|    1.00|  1.00|                13|             13|             13|               0|     18|            18|            1|
| 577|      23|      0|    0.92|  0.92|                11|             12|             12|               0|     23|            23|            1|
| 578|      38|      0|    0.91|  0.97|                29|             32|             30|               1|     38|            38|            1|
| 579|      24|      0|    0.88|  1.00|                15|             17|             15|               0|     24|            24|            1|
| 580|      14|      0|    1.00|  1.00|                10|             10|             10|               0|     14|            14|            1|
| 581|      22|      0|    1.00|  1.00|                22|             22|             22|               0|     22|            22|            1|
| 582|      34|      0|    0.84|  0.84|                26|             31|             31|               4|     34|            34|            1|
| 583|      15|      0|    1.00|  1.00|                11|             11|             11|               0|     15|            15|            1|
| 584|      24|      0|    1.00|  0.95|                19|             19|             20|               0|     24|            24|            1|
| 585|      51|      0|    0.79|  0.82|                27|             34|             33|               5|     51|            51|            1|
| 586|      13|      0|    1.00|  1.00|                12|             12|             12|               0|     13|            13|            1|
| 587|      28|      0|    0.91|  0.88|                21|             23|             24|               0|     28|            28|            1|
| 588|      25|      0|    0.94|  0.89|                17|             18|             19|               1|     25|            25|            1|
| 589|      10|      0|    0.38|  0.60|                 3|              8|              5|               0|     10|            10|            1|
| 590|      19|      0|    0.92|  0.92|                11|             12|             12|               1|     19|            19|            1|
| 591|      10|      0|    0.88|  1.00|                 7|              8|              7|               0|     10|            10|            1|
| 592|      16|      0|    1.00|  1.00|                11|             11|             11|               0|     16|            16|            1|
| 593|      27|      0|    0.95|  0.95|                19|             20|             20|               0|     27|            27|            1|
| 594|      22|      0|    0.53|  0.62|                 8|             15|             13|               4|     22|            22|            1|
| 595|      22|      0|    0.90|  1.00|                19|             21|             19|               0|     22|            22|            1|
| 596|      27|      0|    0.95|  0.95|                21|             22|             22|               0|     27|            27|            1|
| 597|     118|      0|    0.81|  0.76|                61|             75|             80|              11|    118|           118|            1|
| 598|      38|      0|    0.78|  0.75|                21|             27|             28|               6|     38|            38|            1|
| 599|      14|      0|    1.00|  1.00|                 8|              8|              8|               0|     14|            14|            1|
| 600|      52|      0|    0.73|  0.68|                30|             41|             44|              10|     52|            52|            1|
| 601|      20|      0|    0.93|  1.00|                13|             14|             13|               0|     20|            20|            1|
| 602|      31|      0|    0.73|  0.76|                16|             22|             21|               2|     31|            31|            1|
| 603|      39|      0|    0.81|  0.86|                25|             31|             29|               1|     39|            39|            1|
| 604|      16|      0|    0.90|  0.75|                 9|             10|             12|               0|     16|            16|            1|
| 605|      38|      0|    0.77|  0.83|                20|             26|             24|               1|     38|            38|            1|
| 606|      33|      0|    0.93|  0.96|                25|             27|             26|               0|     33|            33|            1|
| 607|      45|      0|    0.76|  0.91|                29|             38|             32|               3|     45|            45|            1|
| 608|      24|      0|    0.76|  0.81|                13|             17|             16|               2|     24|            24|            1|
| 609|      16|      0|    1.00|  0.92|                11|             11|             12|               0|     16|            16|            1|
| 610|      30|      0|    0.86|  0.86|                19|             22|             22|               1|     30|            30|            1|
| 611|      18|      0|    0.87|  1.00|                13|             15|             13|               0|     18|            18|            1|
| 612|      33|      0|    1.00|  0.96|                22|             22|             23|               0|     33|            33|            1|
| 613|      19|      0|    0.93|  0.93|                14|             15|             15|               0|     19|            19|            1|
| 614|      15|      0|    0.62|  0.80|                 8|             13|             10|               1|     15|            15|            1|
| 615|      36|      0|    0.75|  0.73|                24|             32|             33|               7|     36|            36|            1|
| 616|       8|      0|    1.00|  0.88|                 7|              7|              8|               0|      8|             8|            1|
| 617|       8|      0|    1.00|  1.00|                 4|              4|              4|               0|      8|             8|            1|
| 618|      21|      0|    0.16|  0.23|                 3|             19|             13|               8|     21|            21|            1|
| 619|      41|      0|    0.94|  0.94|                34|             36|             36|               1|     41|            41|            1|
| 620|      44|      0|    0.97|  0.97|                34|             35|             35|               0|     44|            44|            1|
| 621|      27|      0|    1.00|  1.00|                20|             20|             20|               0|     27|            27|            1|
| 622|      13|      0|    0.90|  0.90|                 9|             10|             10|               0|     13|            13|            1|
| 623|      24|      0|    0.65|  0.65|                13|             20|             20|               5|     24|            24|            1|
| 624|      39|      0|    0.79|  0.85|                22|             28|             26|               2|     39|            39|            1|
| 625|      29|      0|    0.84|  0.90|                26|             31|             29|               1|     29|            29|            1|
| 626|      27|      0|    0.88|  0.88|                22|             25|             25|               1|     27|            27|            1|
| 627|      22|      0|    0.79|  0.88|                15|             19|             17|               2|     22|            22|            1|
| 628|       8|      0|    0.67|  1.00|                 4|              6|              4|               0|      8|             8|            1|
| 629|      14|      0|    1.00|  1.00|                12|             12|             12|               0|     14|            14|            1|
| 630|      34|      0|    0.89|  0.86|                25|             28|             29|               0|     34|            34|            1|
| 631|      15|      0|    1.00|  1.00|                14|             14|             14|               0|     15|            15|            1|
| 632|      42|      0|    0.71|  0.67|                24|             34|             36|               7|     42|            42|            1|
| 633|      44|      0|    0.90|  0.80|                28|             31|             35|               3|     44|            44|            1|
| 634|      31|      0|    0.79|  0.81|                22|             28|             27|               3|     31|            31|            1|
| 635|      30|      0|    0.88|  0.88|                23|             26|             26|               0|     30|            30|            1|
| 636|      42|      0|    0.81|  0.79|                22|             27|             28|               2|     42|            42|            1|
| 637|      13|      0|    0.90|  0.90|                 9|             10|             10|               0|     13|            13|            1|
| 638|      22|      0|    1.00|  1.00|                18|             18|             18|               0|     22|            22|            1|
| 639|      16|      0|    1.00|  1.00|                12|             12|             12|               0|     16|            16|            1|
| 640|       8|      0|    1.00|  1.00|                 5|              5|              5|               0|      8|             8|            1|
| 641|      13|      0|    1.00|  1.00|                12|             12|             12|               0|     13|            13|            1|
| 642|      23|      0|    0.83|  0.83|                15|             18|             18|               3|     23|            23|            1|
| 643|      28|      0|    0.78|  0.81|                21|             27|             26|               4|     28|            28|            1|
| 644|      20|      0|    0.93|  0.87|                13|             14|             15|               1|     20|            20|            1|
| 645|      37|      0|    0.95|  0.95|                19|             20|             20|               0|     37|            37|            1|
| 646|      28|      0|    0.68|  0.65|                17|             25|             26|               6|     28|            28|            1|
| 647|      32|      0|    0.58|  0.58|                15|             26|             26|              10|     32|            32|            1|
| 648|      34|      0|    0.68|  0.66|                23|             34|             35|               6|     34|            34|            1|
| 649|      51|      0|    0.83|  0.81|                34|             41|             42|               8|     51|            51|            1|
| 650|      25|      0|    0.77|  0.87|                20|             26|             23|               0|     25|            25|            1|
| 651|      26|      0|    0.95|  0.90|                19|             20|             21|               0|     26|            26|            1|
| 652|      17|      0|    1.00|  1.00|                16|             16|             16|               0|     17|            17|            1|
| 653|       3|      0|    0.00|  0.00|                 0|              1|              1|               0|      3|             3|            1|
| 654|      41|      0|    0.97|  0.97|                30|             31|             31|               0|     41|            41|            1|
| 655|      32|      0|    0.82|  0.78|                18|             22|             23|               2|     32|            32|            1|
| 656|      26|      0|    0.82|  0.86|                18|             22|             21|               3|     26|            26|            1|
| 657|      43|      0|    0.82|  0.93|                27|             33|             29|               0|     43|            43|            1|
| 658|      21|      0|    0.87|  0.87|                13|             15|             15|               0|     21|            21|            1|
| 659|       7|      0|    1.00|  1.00|                 5|              5|              5|               0|      7|             7|            1|
| 660|      21|      0|    0.82|  1.00|                14|             17|             14|               0|     21|            21|            1|
| 661|      35|      0|    0.87|  0.87|                26|             30|             30|               3|     35|            35|            1|
| 662|      31|      0|    0.81|  0.81|                22|             27|             27|               4|     31|            31|            1|
| 663|      11|      0|    0.73|  0.80|                 8|             11|             10|               0|     11|            11|            1|
| 664|      31|      0|    0.90|  0.86|                19|             21|             22|               1|     31|            31|            1|
| 665|      53|      0|    0.79|  0.79|                31|             39|             39|               4|     53|            53|            1|
| 666|      28|      0|    0.53|  0.55|                16|             30|             29|               8|     28|            28|            1|
| 667|      24|      0|    0.79|  0.79|                11|             14|             14|               3|     24|            24|            1|
| 668|      26|      0|    0.94|  0.94|                17|             18|             18|               1|     26|            26|            1|
